Property,Date,Unit,Price,Listing status,Beds,Baths,ft�
20 Pine Street,08/31/2010,#PH32,"$2,550,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1832
20 Pine Street,08/31/2010,#3104,"$1,895,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1573
20 Pine Street,08/26/2010,#1518,"$1,668,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1387
20 Pine Street,08/26/2010,#2307,"$789,143",Recorded Closing,1 bed,1 bath,926
20 Pine Street,08/26/2010,#1119,"$780,000","Sold (asking: $999,000.00 -21.92%)",1 bed,1 bath,826
20 Pine Street,08/25/2010,#409,"$1,040,000","Sold (asking: $1,150,000.00 -9.57%)",2 beds,2 baths,1225
20 Pine Street,08/24/2010,#1110,"$835,000","Sold (asking: $945,000.00 -11.64%)",,1 bath,600
20 Pine Street,08/23/2010,#1218,"$1,620,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1387
20 Pine Street,08/12/2010,#513,"$1,369,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1585
20 Pine Street,08/11/2010,#504,"$895,000",Sold (cannot find gov't record),1 bed,1.5 baths,949
20 Pine Street,08/11/2010,#914,"$1,075,000",Sold (cannot find gov't record),1 bed,2 baths,1204
20 Pine Street,08/10/2010,#1007,"$650,000",Sold (cannot find gov't record),studio,1 bath,674
20 Pine Street,07/30/2010,#1113,"$1,280,000","Sold (asking: $1,735,000.00 -26.22%)",2 beds,2 baths,1585
20 Pine Street,07/26/2010,#1811,"$907,318","Sold (asking: $895,000.00 1.38%)",1 bed,1 bath,
20 Pine Street,07/20/2010,#2409,"$1,845,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1444
20 Pine Street,07/17/2010,#3300,"$2,595,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,3 beds,2 baths,1580
20 Pine Street,07/09/2010,#2208,"$802,381","Sold (asking: $1,005,000.00 -20.16%)",,1 bath,927
20 Pine Street,07/06/2010,#402,"$975,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,1 bed,1.5 baths,1000
20 Pine Street,07/02/2010,#2202,"$1,580,000","Sold (asking: $1,980,000.00 -20.2%)",2 beds,2 baths,1546
20 Pine Street,06/28/2010,#2210,"$670,000",Recorded Closing,,1 bath,660
20 Pine Street,06/24/2010,#1213,"$1,328,000","Sold (asking: $1,755,000.00 -24.33%)",2 beds,2 baths,1585
20 Pine Street,06/23/2010,#2801,"$1,832,850","Sold (asking: $2,550,000.00 -28.12%)",3 beds,3 baths,1808
20 Pine Street,06/22/2010,#2704,"$1,303,360",Recorded Closing,2 beds,2.5 baths,1045
20 Pine Street,06/16/2010,#1719,"$949,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,1 bed,1 bath,830
20 Pine Street,06/13/2010,#2413,"$687,318","Sold (asking: $890,000.00 -22.77%)",,1 bath,817
20 Pine Street,06/10/2010,#2108,"$775,000","Sold (asking: $990,000.00 -21.72%)",,1 bath,927
20 Pine Street,06/10/2010,#504,"$850,000","Sold (asking: $855,000.00 -0.58%)",1 bed,1.5 baths,949
20 Pine Street,05/26/2010,#1402,"$1,170,987",Recorded Closing,2 beds,2 baths,1277
20 Pine Street,05/24/2010,#405,"$975,000",Recorded Closing,,,
20 Pine Street,05/24/2010,#1610,"$845,147","Sold (asking: $985,000.00 -14.2%)",,1 bath,1101
20 Pine Street,05/19/2010,#502,"$890,968","Sold (asking: $950,000.00 -6.21%)",1 bed,1.5 baths,1100
20 Pine Street,05/10/2010,#2602,"$687,318","Sold (asking: $930,000.00 -26.09%)",,1 bath,731
20 Pine Street,05/04/2010,#2209,"$1,950,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1444
20 Pine Street,04/29/2010,#406,"$1,065,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,,1 bath,1372
20 Pine Street,04/29/2010,#1218,"$1,799,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1387
20 Pine Street,04/07/2010,#2201,"$1,200,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,studio,1 bath,827
20 Pine Street,03/18/2010,#1718,"$1,176,078","Sold (asking: $1,650,000.00 -28.72%)",2 beds,2 baths,1387
20 Pine Street,03/13/2010,#413,$10,Recorded Closing,1 bed,1 bath,900
20 Pine Street,03/10/2010,#1708,"$1,135,348","Sold (asking: $1,350,000.00 -15.9%)",,1.5 baths,1208
20 Pine Street,03/09/2010,#1108,"$1,120,075","Sold (asking: $1,275,000.00 -12.15%)",,1.5 baths,1200
20 Pine Street,03/04/2010,#2407,"$758,596",Recorded Closing,1 bed,1 bath,926
20 Pine Street,03/03/2010,#907,"$685,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,studio,1 bath,675
20 Pine Street,03/02/2010,#2414,"$972,937","Sold (asking: $1,205,000.00 -19.26%)",1 bed,1 bath,991
20 Pine Street,02/28/2010,#2902,"$970,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,,1 bath,728
20 Pine Street,02/25/2010,#1711,"$883,841","Sold (asking: $1,105,000.00 -20.01%)",,1 bath,1225
20 Pine Street,02/25/2010,#2308,"$763,687",Recorded Closing,1 bed,1 bath,925
20 Pine Street,02/24/2010,#813,"$1,278,922","Sold (asking: $1,675,000.00 -23.65%)",2 beds,2 baths,1585
20 Pine Street,02/24/2010,#2009,$0,Recorded Closing,2 beds,2 baths,1550
20 Pine Street,02/24/2010,#1810,$0,Recorded Closing,,1 bath,1101
20 Pine Street,02/19/2010,#1410,"$949,000",Sold (cannot find gov't record),studio,1 bath,1101
20 Pine Street,02/16/2010,#2207,"$775,652","Sold (asking: $1,005,000.00 -22.82%)",,1 bath,926
20 Pine Street,02/15/2010,#517,$0,Recorded Closing,,1 bath,887
20 Pine Street,02/09/2010,#3301,"$2,595,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,3 beds,2 baths,1579
20 Pine Street,02/09/2010,#1911,"$687,318","Sold (asking: $875,000.00 -21.45%)",,1 bath,595
20 Pine Street,01/29/2010,#2803,"$650,000","Sold (asking: $930,000.00 -30.11%)",,1 bath,701
20 Pine Street,01/28/2010,#2213,"$702,592","Sold (asking: $860,000.00 -18.3%)",,1 bath,815
20 Pine Street,01/25/2010,#1608,"$1,120,075","Sold (asking: $1,335,000.00 -16.1%)",1 bed,1.5 baths,1208
20 Pine Street,01/21/2010,#809,"$740,000",Sold (cannot find gov't record),studio,1 bath,662
20 Pine Street,01/15/2010,#1416,"$760,000","Sold (asking: $920,000.00 -17.39%)",,1 bath,1005
20 Pine Street,01/15/2010,#717,"$672,045","Sold (asking: $755,000.00 -10.99%)",,1 bath,888
20 Pine Street,01/14/2010,#1801,"$829,873",Recorded Closing,,1 bath,1005
20 Pine Street,01/13/2010,#1502,"$1,183,000","Sold (asking: $1,580,000.00 -25.13%)",2 beds,2 baths,1277
20 Pine Street,01/08/2010,Unknown,"$685,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,,1 bath,731
20 Pine Street,01/08/2010,#508,"$975,000","Sold (asking: $1,210,000.00 -19.42%)",1 bed,1.5 baths,1200
20 Pine Street,01/05/2010,#1007,"$630,000","Sold (asking: $725,000.00 -13.1%)",studio,1 bath,675
20 Pine Street,01/04/2010,#711,$0,Recorded Closing,2 beds,1 bath,1223
20 Pine Street,12/29/2009,Unknown,"$765,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,1 bed,1 bath,764
20 Pine Street,12/23/2009,#1914,"$1,442,350",Recorded Closing,1 bed,1 bath,988
20 Pine Street,12/23/2009,#2408,"$978,737",Recorded Closing,,1 bath,927
20 Pine Street,12/23/2009,#2703,"$911,771",Recorded Closing,,1 bath,708
20 Pine Street,12/23/2009,#2315,"$829,351",Recorded Closing,,1 bath,703
20 Pine Street,12/23/2009,#2401,"$947,830",Recorded Closing,,1 bath,827
20 Pine Street,12/22/2009,Unknown,"$1,700,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1585
20 Pine Street,12/22/2009,Unknown,"$900,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,1 bed,1 bath,1005
20 Pine Street,12/21/2009,#1512,"$765,000",Sold (cannot find gov't record),1 bed,1 bath,784
20 Pine Street,12/21/2009,#519,"$750,000","Sold (asking: $799,000.00 -6.13%)",1 bed,1 bath,826
20 Pine Street,12/21/2009,#2403,"$753,505","Sold (asking: $930,000.00 -18.98%)",,1 bath,820
20 Pine Street,12/01/2009,#404,"$519,307","Sold (asking: $655,000.00 -20.72%)",,1 bath,728
20 Pine Street,11/30/2009,#2009,"$1,231,148","Sold (asking: $1,765,000.00 -30.25%)",2 beds,2 baths,1550
20 Pine Street,11/30/2009,#1810,"$829,351","Sold (asking: $1,005,000.00 -17.48%)",,1 bath,1101
20 Pine Street,11/26/2009,#1404,"$1,395,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1277
20 Pine Street,11/24/2009,#2008,"$752,742","Sold (asking: $975,000.00 -22.8%)",,1 bath,927
20 Pine Street,11/24/2009,#1018,"$1,145,531",Recorded Closing,2 beds,2 baths,1387
20 Pine Street,11/23/2009,#1202,"$1,299,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1277
20 Pine Street,11/20/2009,#3001,"$2,850,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,3 beds,2 baths,1579
20 Pine Street,11/20/2009,#908,"$1,375,000",Sold (cannot find gov't record),1 bed,1.5 baths,1208
20 Pine Street,11/20/2009,#1005,"$975,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,studio,1 bath,1100
20 Pine Street,11/12/2009,#403,"$467,759","Sold (asking: $630,000.00 -25.75%)",,1 bath,659
20 Pine Street,11/12/2009,#1118,$0,Recorded Closing,2 beds,2 baths,1387
20 Pine Street,11/08/2009,Unknown,"$985,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,1 bed,1 bath,1101
20 Pine Street,11/08/2009,Unknown,"$3,500,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,3 beds,2 baths,1829
20 Pine Street,11/06/2009,#1019,"$949,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,1 bed,1 bath,826
20 Pine Street,11/05/2009,#2107,"$692,410",Recorded Closing,,,
20 Pine Street,10/30/2009,#801,"$786,598","Sold (asking: $1,015,000.00 -22.5%)",,1 bath,1005
20 Pine Street,10/29/2009,#912,"$347,500",Recorded Closing,,,780
20 Pine Street,10/26/2009,#2113,"$626,223","Sold (asking: $845,000.00 -25.89%)",,1 bath,855
20 Pine Street,10/24/2009,#PH11,"$3,650,000",Sold (cannot find gov't record),3 beds,2 baths,1872
20 Pine Street,10/16/2009,#2313,"$661,862","Sold (asking: $875,000.00 -24.36%)",,1 bath,815
20 Pine Street,10/15/2009,#PH21,"$2,247,786",Recorded Closing,,,
20 Pine Street,10/01/2009,#701,"$916,425",Recorded Closing,,1 bath,1005
20 Pine Street,09/22/2009,#2007,"$672,045","Sold (asking: $975,000.00 -31.07%)",,1 bath,925
20 Pine Street,09/14/2009,#412,"$1,010,613",Recorded Closing,,,
20 Pine Street,09/10/2009,#1908,"$807,300","Sold (asking: $1,195,000.00 -32.44%)",,1 bath,927
20 Pine Street,09/10/2009,#1612,"$554,824",Recorded Closing,1 bed,1 bath,800
20 Pine Street,08/28/2009,#PH41,"$1,816,425",Recorded Closing,2 beds,2 baths,1500
20 Pine Street,08/27/2009,#1401,"$771,980","Sold (asking: $1,065,000.00 -27.51%)",,1 bath,1005
20 Pine Street,08/21/2009,#718,"$995,000","Sold (asking: $1,470,000.00 -32.31%)",,2 baths,1387
20 Pine Street,08/13/2009,#1814,"$1,100,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,1 bed,2 baths,1204
20 Pine Street,08/13/2009,#2305,"$509,125",Recorded Closing,,1 bath,650
20 Pine Street,08/10/2009,#2410,"$540,000","Sold (asking: $745,000.00 -27.52%)",,1 bath,607
20 Pine Street,08/08/2009,#PH50,"$3,895,000",Sold (cannot find gov't record),3 beds,2 baths,2172
20 Pine Street,08/06/2009,Unknown,"$1,150,000",Sold (cannot find gov't record),2 beds,2 baths,1277
20 Pine Street,08/06/2009,Unknown,"$749,000",Sold (cannot find gov't record),studio,1 bath,1005
20 Pine Street,08/01/2009,#3002,"$1,930,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,1 bed,1.5 baths,1185
20 Pine Street,07/31/2009,#2501,"$2,295,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1295
20 Pine Street,07/30/2009,#411,"$795,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,studio,1 bath,881
20 Pine Street,07/29/2009,#509,"$495,000","Sold (asking: $625,000.00 -20.8%)",,1 bath,662
20 Pine Street,07/29/2009,#618,"$990,000",Recorded Closing,2 beds,2 baths,1387
20 Pine Street,07/22/2009,#1211,"$872,014","Sold (asking: $1,065,000.00 -18.12%)",,1 bath,1223
20 Pine Street,07/17/2009,#1808,"$1,069,162",Recorded Closing,,,
20 Pine Street,07/12/2009,Unknown,"$600,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,1 bed,1 bath,607
20 Pine Street,06/30/2009,#1219,"$661,862","Sold (asking: $1,000,000.00 -33.81%)",1 bed,1 bath,826
20 Pine Street,06/30/2009,#2506,"$982,865","Sold (asking: $1,485,000.00 -33.81%)",1 bed,2 baths,955
20 Pine Street,06/29/2009,#PH11,"$2,265,606",Recorded Closing,3 beds,2 baths,1872
20 Pine Street,06/26/2009,#2603,"$916,425",Recorded Closing,,,
20 Pine Street,06/19/2009,#802,"$999,000","Sold (asking: $1,460,000.00 -31.58%)",2 beds,2 baths,1277
20 Pine Street,06/17/2009,#914,"$999,000","Sold (asking: $1,075,000.00 -7.07%)",1 bed,2 baths,1204
20 Pine Street,06/16/2009,#1001,"$712,775",Recorded Closing,,,
20 Pine Street,06/10/2009,#2301,"$560,037","Sold (asking: $980,000.00 -42.85%)",,1 bath,827
20 Pine Street,06/08/2009,#1006,"$799,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,studio,1 bath,1070
20 Pine Street,06/03/2009,#1907,"$790,925","Sold (asking: $1,195,000.00 -33.81%)",,1 bath,926
20 Pine Street,06/02/2009,#612,"$585,493",Recorded Closing,1 bed,1 bath,800
20 Pine Street,06/01/2009,#510,"$743,322","Sold (asking: $905,000.00 -17.86%)",,1 bath,1101
20 Pine Street,05/29/2009,#408,"$1,379,219",Recorded Closing,2 beds,2 baths,2000
20 Pine Street,05/28/2009,#2209,"$1,750,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1444
20 Pine Street,05/28/2009,#1519,"$572,500",Recorded Closing,1 bed,1 bath,826
20 Pine Street,05/21/2009,#2110,"$501,930",Recorded Closing,,1 bath,607
20 Pine Street,05/11/2009,#2111,"$441,090",Recorded Closing,,1 bath,600
20 Pine Street,05/07/2009,#2701,"$2,975,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,3 beds,3 baths,1808
20 Pine Street,05/07/2009,#503,"$556,000","Sold (asking: $595,000.00 -6.55%)",studio,1 bath,670
20 Pine Street,05/07/2009,#1206,"$712,775","Sold (asking: $1,005,000.00 -29.08%)",,1 bath,1100
20 Pine Street,05/03/2009,#1102,"$1,495,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1277
20 Pine Street,05/01/2009,#1505,"$672,045",Recorded Closing,1 bed,1 bath,1100
20 Pine Street,04/30/2009,#PH50,"$2,912,195",Recorded Closing,2 beds,2 baths,2172
20 Pine Street,04/16/2009,Unknown,"$1,075,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,1 bed,2 baths,1204
20 Pine Street,04/07/2009,#2415,"$716,848",Recorded Closing,,1 bath,700
20 Pine Street,04/03/2009,#1107,"$819,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,studio,1 bath,675
20 Pine Street,04/01/2009,#2903,"$945,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,,1 bath,708
20 Pine Street,04/01/2009,#2113,"$845,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,,1 bath,815
20 Pine Street,04/01/2009,#2601,"$2,515,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,3 beds,3 baths,1808
20 Pine Street,03/23/2009,#413,"$707,683",Recorded Closing,1 bed,1 bath,900
20 Pine Street,03/17/2009,#716,"$786,500",Recorded Closing,,1 bath,1005
20 Pine Street,03/16/2009,#1805,"$697,501",Recorded Closing,,1 bath,1100
20 Pine Street,03/13/2009,#619,"$999,999",<div class='listing-removed'>No Longer Available on StreetEasy</div>,1 bed,1 bath,826
20 Pine Street,03/09/2009,#1002,"$960,000","Sold (asking: $1,475,000.00 -34.92%)",2 beds,2 baths,1277
20 Pine Street,02/21/2009,#2604,"$1,575,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,1.5 baths,1045
20 Pine Street,02/17/2009,#2012,"$769,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,studio,1 bath,667
20 Pine Street,02/10/2009,#2405,"$580,000","Sold (asking: $760,000.00 -23.68%)",,1 bath,644
20 Pine Street,02/04/2009,#3102,"$1,650,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,1 bed,1.5 baths,1185
20 Pine Street,01/29/2009,#1102,"$1,585,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1277
20 Pine Street,01/22/2009,#1019,"$949,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,1 bed,1 bath,826
20 Pine Street,01/21/2009,#402,"$777,750",Recorded Closing,1 bed,1.5 baths,1076
20 Pine Street,01/08/2009,#901,"$712,775",Recorded Closing,,1 bath,1005
20 Pine Street,01/01/2009,#2605,"$1,095,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,1 bed,1 bath,722
20 Pine Street,12/30/2008,#617,"$725,000",Recorded Closing,,1 bath,888
20 Pine Street,12/25/2008,#1114,"$996,866",Recorded Closing,,,
20 Pine Street,12/24/2008,#1217,"$825,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,studio,1 bath,888
20 Pine Street,12/23/2008,#702,"$1,152,000",Recorded Closing,2 beds,2 baths,1277
20 Pine Street,12/19/2008,#3302,"$1,731,025",Recorded Closing,1 bed,1.5 baths,1185
20 Pine Street,12/15/2008,#916,"$995,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,studio,1 bath,1005
20 Pine Street,12/11/2008,#1902,"$2,168,872","Sold (asking: $2,380,000.00 -8.87%)",2 beds,2 baths,1546
20 Pine Street,12/10/2008,#409,"$1,013,158",Recorded Closing,1 bed,2 baths,1225
20 Pine Street,12/09/2008,#3002,"$1,930,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,1 bed,1.5 baths,1185
20 Pine Street,12/05/2008,#902,"$1,575,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1277
20 Pine Street,12/04/2008,#511,"$1,033,523",Recorded Closing,1 bed,1 bath,1230
20 Pine Street,12/02/2008,#1516,"$719,902",Recorded Closing,1 bed,1 bath,1100
20 Pine Street,12/02/2008,#1513,"$998,903",Recorded Closing,2 beds,2 baths,1585
20 Pine Street,11/25/2008,#711,"$1,000,000",Recorded Closing,2 beds,1 bath,1223
20 Pine Street,11/20/2008,#2707,"$1,795,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1275
20 Pine Street,11/18/2008,#719,"$967,337",Recorded Closing,1 bed,1 bath,826
20 Pine Street,11/18/2008,#708,"$1,237,173",Recorded Closing,1 bed,1.5 baths,1208
20 Pine Street,11/06/2008,#2002,"$2,095,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,
20 Pine Street,10/31/2008,#2104,"$895,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,,1 bath,700
20 Pine Street,10/23/2008,#707,"$692,410",Recorded Closing,,1 bath,675
20 Pine Street,10/21/2008,#514,"$1,176,078",Recorded Closing,1 bed,2 baths,1204
20 Pine Street,10/20/2008,#705,"$865,512",Recorded Closing,,,
20 Pine Street,10/17/2008,#809,"$631,315",Recorded Closing,,1 bath,659
20 Pine Street,10/17/2008,#1910,"$890,968","Sold (asking: $875,000.00 1.82%)",,1 bath,607
20 Pine Street,10/15/2008,#2805,"$768,778","Sold (asking: $795,000.00 -3.3%)",,1 bath,593
20 Pine Street,10/15/2008,#1406,"$906,242",Recorded Closing,,,
20 Pine Street,10/14/2008,#811,"$1,043,706","Sold (asking: $1,025,000.00 1.82%)",,1 bath,1223
20 Pine Street,10/08/2008,#706,"$972,428",Recorded Closing,1 bed,1 bath,1070
20 Pine Street,10/07/2008,#503,"$646,588",Recorded Closing,,1 bath,670
20 Pine Street,10/07/2008,#712,"$687,318",Recorded Closing,1 bed,1 bath,784
20 Pine Street,10/02/2008,#713,"$1,685,203","Sold (asking: $1,655,000.00 1.82%)",2 beds,2 baths,1585
20 Pine Street,10/02/2008,#915,"$748,413",Recorded Closing,,1 bath,822
20 Pine Street,10/02/2008,#602,"$1,140,440",Recorded Closing,2 beds,2 baths,1200
20 Pine Street,09/29/2008,#1802,"$1,364,455","Sold (asking: $1,650,000.00 -17.31%)",2 beds,2 baths,1277
20 Pine Street,09/29/2008,#519,"$738,231",Recorded Closing,1 bed,1 bath,826
20 Pine Street,09/29/2008,#710,"$875,000",Recorded Closing,1 bed,1 bath,1101
20 Pine Street,09/29/2008,#506,"$967,337","Sold (asking: $950,000.00 1.82%)",,1 bath,1070
20 Pine Street,09/29/2008,#604,"$1,165,896",Recorded Closing,2 beds,2 baths,1277
20 Pine Street,09/29/2008,#709,"$621,132",Recorded Closing,,1 bath,662
20 Pine Street,09/29/2008,#513,"$1,578,287",Recorded Closing,2 beds,2 baths,1585
20 Pine Street,09/29/2008,#501,"$1,165,896",Recorded Closing,1 bed,2 baths,1276
20 Pine Street,09/26/2008,#515,"$738,231","Sold (asking: $845,000.00 -12.64%)",studio,1 bath,822
20 Pine Street,09/26/2008,#601,"$1,013,158",Recorded Closing,1 bed,1 bath,1277
20 Pine Street,09/26/2008,#619,"$952,063",Recorded Closing,1 bed,1 bath,826
20 Pine Street,09/26/2008,#714,"$1,196,443",Recorded Closing,1 bed,2 baths,1200
20 Pine Street,09/26/2008,#504,"$798,800",Recorded Closing,1 bed,1.5 baths,949
20 Pine Street,09/26/2008,#614,"$1,201,535",Recorded Closing,2 beds,2 baths,1204
20 Pine Street,09/26/2008,#1906,"$2,952,925","Sold (asking: $3,135,000.00 -5.81%)",2 beds,3 baths,1807
20 Pine Street,09/26/2008,#613,"$1,664,838",Recorded Closing,,,
20 Pine Street,09/25/2008,#615,"$717,866",Recorded Closing,,1 bath,822
20 Pine Street,09/25/2008,#505,"$936,790",Recorded Closing,,1 bath,1070
20 Pine Street,09/25/2008,#611,"$999,921","Sold (asking: $1,005,000.00 -0.51%)",,1 bath,1223
20 Pine Street,09/25/2008,#704,"$1,125,166",Recorded Closing,2 beds,2 baths,1277
20 Pine Street,09/25/2008,#507,"$682,227",Recorded Closing,,1 bath,675
20 Pine Street,09/24/2008,#715,"$728,048",Recorded Closing,,1 bath,822
20 Pine Street,09/22/2008,#703,"$626,223",Recorded Closing,,1 bath,656
20 Pine Street,09/19/2008,#810,"$875,695","Sold (asking: $915,000.00 -4.3%)",,1 bath,1101
20 Pine Street,09/19/2008,#807,"$702,592",Recorded Closing,,1 bath,675
20 Pine Street,09/19/2008,#1614,"$1,277,903",Recorded Closing,2 beds,2 baths,
20 Pine Street,09/19/2008,#603,"$616,041",Recorded Closing,,1 bath,656
20 Pine Street,09/19/2008,#516,"$855,330",Recorded Closing,,1 bath,1006
20 Pine Street,09/19/2008,#2008,"$975,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,,1 bath,927
20 Pine Street,09/19/2008,#1608,"$1,335,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,1 bed,1.5 baths,1208
20 Pine Street,09/16/2008,#3202,"$1,705,568",Recorded Closing,1 bed,1.5 baths,1185
20 Pine Street,09/16/2008,#616,"$865,512",Recorded Closing,,,
20 Pine Street,09/15/2008,#517,"$743,322",Recorded Closing,,1 bath,887
20 Pine Street,09/15/2008,#1118,"$1,537,557","Sold (asking: $1,550,000.00 -0.8%)",2 beds,2 baths,1387
20 Pine Street,09/12/2008,#815,"$672,045",Recorded Closing,1 bed,1 bath,822
20 Pine Street,09/12/2008,#512,"$692,410",Recorded Closing,1 bed,1 bath,786
20 Pine Street,09/12/2008,#912,"$707,683",Recorded Closing,,,780
20 Pine Street,09/12/2008,#1619,"$1,048,797",Recorded Closing,1 bed,1 bath,826
20 Pine Street,09/11/2008,#1411,"$1,038,615","Sold (asking: $995,000.00 4.38%)",1 bed,1 bath,1223
20 Pine Street,09/11/2008,#518,"$1,461,188",Recorded Closing,2 beds,2 baths,1387
20 Pine Street,09/11/2008,#606,"$962,246",Recorded Closing,,1 bath,1070
20 Pine Street,09/11/2008,#911,"$936,790",Recorded Closing,,1 bath,1223
20 Pine Street,09/11/2008,#1111,"$1,074,253","Sold (asking: $1,085,000.00 -0.99%)",studio,1 bath,1223
20 Pine Street,09/10/2008,#1509,"$692,410",Recorded Closing,,1 bath,662
20 Pine Street,09/09/2008,#1414,"$1,288,086",Recorded Closing,,,
20 Pine Street,09/08/2008,#817,"$758,596",Recorded Closing,1 bed,1 bath,888
20 Pine Street,09/05/2008,#1510,"$895,141",Recorded Closing,1 bed,1 bath,1101
20 Pine Street,09/05/2008,#2703,"$901,151",Recorded Closing,,1 bath,708
20 Pine Street,09/05/2008,#2408,"$967,337",Recorded Closing,,1 bath,927
20 Pine Street,09/05/2008,#1514,"$1,235,000",Recorded Closing,1 bed,2 baths,1204
20 Pine Street,09/05/2008,#1106,"$998,903",Recorded Closing,,1 bath,1070
20 Pine Street,09/05/2008,#2001,"$858,418",Recorded Closing,1 bed,1 bath,850
20 Pine Street,09/05/2008,#1606,"$950,227",Recorded Closing,1 bed,1 bath,1070
20 Pine Street,09/04/2008,#805,"$962,246",Recorded Closing,1 bed,1 bath,1100
20 Pine Street,09/04/2008,#818,"$1,507,010",Recorded Closing,2 beds,2 baths,1387
20 Pine Street,09/04/2008,#803,"$636,406",Recorded Closing,,1 bath,656
20 Pine Street,09/04/2008,#PH12,"$3,500,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1829
20 Pine Street,09/02/2008,#1418,"$1,583,378",Recorded Closing,2 beds,2 baths,1387
20 Pine Street,08/26/2008,#1011,"$1,064,071",Recorded Closing,,1 bath,600
20 Pine Street,08/26/2008,#1210,"$972,428",Recorded Closing,1 bed,1 bath,1101
20 Pine Street,08/26/2008,#812,"$697,501",Recorded Closing,1 bed,1 bath,784
20 Pine Street,08/26/2008,#1913,"$1,045,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,,1 bath,817
20 Pine Street,08/26/2008,#2503,"$1,055,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,,1 bath,706
20 Pine Street,08/25/2008,#1603,"$692,410",Recorded Closing,,1 bath,656
20 Pine Street,08/25/2008,#910,"$916,425","Sold (asking: $925,000.00 -0.93%)",,1 bath,1101
20 Pine Street,08/25/2008,#1709,"$692,410",Recorded Closing,,1 bath,662
20 Pine Street,08/22/2008,#819,"$977,520",Recorded Closing,1 bed,1 bath,826
20 Pine Street,08/20/2008,#816,"$870,603",Recorded Closing,,,
